0.5,0.5
0.499405,0.583378
0.535995,0.544072
0.426086,0.45892
0.533568,0.428164
0.59606,0.494951
0.440738,0.548238
0.483345,0.443703
0.428573,0.381669
0.482767,0.372967
0.533004,0.364157
0.604421,0.4036
0.605412,0.338239
0.459169,0.304237
0.575972,0.2853
0.524907,0.282093
0.585207,0.210049
0.483479,0.193222
0.48027,0.252547
0.42721,0.265288
0.535017,0.191132
0.54068,0.134423
0.48417,0.122825
0.621741,0.144223
0.552754,0.0764347
0.655223,0.197383
0.650833,0.07
0.676201,0.145169
0.705274,0.102824
0.746041,0.136937
0.768667,0.0339671
0.688363,0.0205839
0.718535,0.18283
0.79688,0.113649
0.751704,0.0814885
0.841774,0.039817
0.846988,0.0896302
0.944198,0.0904762
0.896881,0.165737
0.833768,0.151212
0.896635,0.0608948
0.877375,0.00312676
0.939178,0.00170168
0.991935,0.0578685
0.990762,0.147493
0.96148,0.18961
0.885145,0.231986
0.980747,0.26883
0.930364,0.258503
0.934423,0.316035
0.886155,0.291225
0.891141,0.346676
0.839492,0.26718
0.781183,0.309538
0.763903,0.251118
0.82657,0.209585
0.833955,0.337967
0.820092,0.412358
0.760053,0.382031
0.875681,0.399537
0.836004,0.487132
0.893045,0.463793
0.942745,0.385631
0.945187,0.450062
0.915366,0.528116
0.972137,0.528284
0.988876,0.47935
0.999462,0.368353
0.991001,0.421505
0.949307,0.60268
0.895706,0.58563
0.808278,0.600304
0.920073,0.671615
0.847741,0.657912
0.838744,0.559272
0.772794,0.49758
0.739743,0.553261
0.753795,0.603791
0.71978,0.672698
0.667566,0.591697
0.770977,0.679657
0.693312,0.525707
0.67218,0.656
0.723973,0.724557
0.580651,0.692432
0.654311,0.740431
0.614286,0.583508
0.615326,0.64366
0.560495,0.595047
0.532317,0.652505
0.457595,0.655076
0.54703,0.733736
0.468543,0.728871
0.408406,0.74878
0.423521,0.69277
0.439037,0.819651
0.536812,0.797646
0.48298,0.790352
0.524714,0.867755
0.422648,0.86938
0.579942,0.771741
0.654462,0.835002
0.59358,0.828893
0.627705,0.789079
0.718332,0.802405
0.620127,0.88481
0.710171,0.916808
0.576455,0.966324
0.639776,0.944955
0.559118,0.911968
0.491753,0.945684
0.523927,0.992076
0.440089,0.993202
0.619696,0.998733
0.695827,0.98053
0.794265,0.996148
0.743138,0.963354
0.76068,0.910054
0.824034,0.899831
0.765172,0.847981
0.715665,0.856286
0.8275,0.844696
0.670893,0.884851
0.895773,0.850001
0.779266,0.782278
0.847103,0.796078
0.90875,0.787795
0.820875,0.750855
0.883473,0.918032
0.96701,0.923386
0.951012,0.863052
0.91025,0.970957
0.85561,0.996997
0.955522,0.998385
0.996581,0.965722
0.989255,0.773528
0.991014,0.828133
0.999225,0.70375
0.905804,0.72062
0.856971,0.708268
0.969514,0.652402
0.999472,0.591564
0.838774,0.947935
0.375315,0.923283
0.426973,0.920761
0.355933,0.993683
0.320923,0.921318
0.2759,0.943121
0.261252,0.993843
0.207563,0.953993
0.182363,0.86841
0.132094,0.999487
0.137458,0.923113
0.25572,0.88195
0.308314,0.803969
0.222905,0.832027
0.338874,0.86691
0.252975,0.78686
0.315319,0.730629
0.241579,0.696793
0.160994,0.81727
0.177049,0.735544
0.0871661,0.754001
0.175121,0.646069
0.132535,0.711102
0.0402411,0.731845
0.0489066,0.67856
0.115513,0.649847
0.202951,0.780561
0.139811,0.770502
0.11682,0.865035
0.0975707,0.80829
0.0338604,0.831352
0.0063747,0.785276
0.0699742,0.88492
0.0367451,0.943128
0.0690751,0.982268
0.013059,0.996314
0.0878609,0.933391
0.00841003,0.889902
0.12218,0.556588
0.0528257,0.578646
0.0260833,0.63322
0.194718,0.597903
0.21932,0.540598
0.279127,0.611671
0.167542,0.527274
0.273037,0.552398
0.238375,0.644916
0.297269,0.677959
0.326559,0.634282
0.353992,0.564643
0.382723,0.640969
0.360687,0.706524
0.401057,0.58928
0.377343,0.509408
0.353604,0.414958
0.324306,0.523104
0.301193,0.453864
0.266184,0.366396
0.24867,0.422551
0.25918,0.503793
0.178479,0.454522
0.103516,0.423819
0.0889067,0.481717
0.205597,0.383643
0.154969,0.36965
0.188475,0.294649
0.101239,0.315684
0.0621354,0.384229
0.236091,0.320214
0.135683,0.274246
0.171775,0.207917
0.0619682,0.224768
0.066381,0.27952
0.121631,0.202119
0.226971,0.261523
0.282651,0.293571
0.269915,0.194418
0.315961,0.240811
0.218877,0.183201
0.203931,0.131767
0.269954,0.129547
0.136335,0.128829
0.110249,0.0431068
0.0426227,0.107408
0.084318,0.150248
0.186083,0.054905
0.2628,0.000828512
0.27198,0.0618683
0.157337,0.00841869
0.210738,0.00815441
0.333598,0.0137331
0.346869,0.0698283
0.322052,0.118709
0.4153,0.0153383
0.38078,0.163491
0.43194,0.114612
0.433409,0.0622853
0.490227,0.0348785
0.586005,0.00969871
0.529614,0.0006469
0.603875,0.0909233
0.419792,0.206041
0.365151,0.266187
0.325913,0.171651
0.373853,0.11318
0.347548,0.349207
0.387998,0.314777
0.0237757,0.176728
0.0158993,0.251665
0.00138323,0.335063
0.00597825,0.406442
0.024289,0.504323
0.0406982,0.445479
0.0024376,0.570774
0.0186468,0.0511166
0.0987744,0.0937802
0.059167,0.00635269
0.0528835,0.33297
0.352113,0.776594
0.385539,0.828246
0.474325,0.856143
0.451912,0.599803
0.64217,0.524566
0.71393,0.463223
0.643878,0.462709
0.685819,0.380491
0.705709,0.295723
0.660753,0.325331
0.639043,0.278721
0.681468,0.240493
0.765917,0.43212
0.999889,0.315733
0.78484,0.171999
0.727074,0.342229
0.890851,0.115917
0.361195,0.214481
0.546882,0.479862
0.35004,0.46662
