0.18027,0.0683068
0.724934,0.926283
0.485427,0.225713
0.165087,0.736836
0.818275,0.410912
0.239875,0.427152
0.436241,0.977137
0.652615,0.650781
0.437959,0.59443
0.92245,0.173775
0.979693,0.97938
0.911533,0.690718
0.568306,0.436296
0.0183699,0.493977
0.2091,0.946818
0.709981,0.117072
0.395341,0.392929
0.516158,0.807968
0.279363,0.249481
0.796633,0.568117
0.974495,0.486812
0.334563,0.779138
0.0723412,0.3035
0.762434,0.76101
0.13252,0.591707
0.293927,0.588385
0.789618,0.256025
0.865002,0.888918
0.0155471,0.817552
0.358579,0.122425
0.627917,0.267728
0.0733756,0.157224
0.954406,0.322136
0.563948,0.133646
0.869083,0.0366878
0.590233,0.933085
0.996881,0.855814
0.663877,0.516804
0.541117,0.68443
0.633589,0.0276693
0.64464,0.811207
0.434526,0.726036
0.0317645,0.652572
0.688457,0.377026
0.185432,0.32434
0.324521,0.922865
0.104217,0.406923
0.0796145,0.0449993
0.226905,0.827133
0.164831,0.212454
0.989334,0.608655
0.870535,0.997941
0.100547,0.953735
0.525155,0.342747
0.754745,0.0242059
0.804436,0.157829
0.390781,0.269537
0.430043,0.869148
0.299879,0.0378599
0.546644,0.585715
0.999145,0.115943
0.474761,0.478865
0.465828,0.0870107
0.368875,0.497706
0.993656,0.741178
0.243684,0.163045
0.88415,0.484203
0.898345,0.791248
0.204218,0.657369
0.356201,0.660867
0.202617,0.527899
0.129431,0.851091
0.30715,0.338714
0.857408,0.31273
0.00360749,0.22792
0.807218,0.677817
0.984078,0.400216
0.773667,0.850704
0.709584,0.199726
0.50852,0.935884
0.539884,0.0403489
0.753713,0.469667
0.895211,0.58723
0.989178,0.228671
0.792117,0.974607
0.0786265,0.766309
0.604984,0.362235
0.119399,0.503635
0.763689,0.343998
0.289631,0.492921
0.631076,0.178117
0.65676,0.994541
0.388365,0.0399563
0.272175,0.718303
0.707501,0.280264
0.7427,0.623748
0.417361,0.181126
0.586794,0.751767
0.315444,0.421924
0.45189,0.315934
0.890022,0.105477
0.699325,0.721344
0.276554,0.999547
0.0585309,0.559697
0.333239,0.194492
0.860535,0.223427
0.948273,0.0520978
0.908696,0.394737
0.474122,0.397758
0.55298,0.99836
0.832175,0.744886
0.590362,0.517649
0.649005,0.440669
0.467834,0.657917
0.289851,0.107696
0.119016,0.669146
0.310539,0.845207
0.93962,0.916325
0.0766962,0.231744
0.560047,0.232653
0.411612,0.80048
0.816438,0.495308
0.366755,0.578764
0.810102,0.072464
0.172617,0.44779
0.639555,0.105917
0.643823,0.882595
0.554011,0.872797
0.16755,0.135264
0.923092,0.253556
0.0659891,0.888122
0.167208,0.00057576
0.691588,0.575084
0.045336,0.366525
0.211025,0.257403
0.256816,0.899647
0.492649,0.545004
0.356973,0.982828
0.610173,0.592294
0.00996503,0.0348978
0.704974,0.84032
0.00903297,0.295659
0.862489,0.642732
0.723872,0.997851
0.157366,0.998888
0.226485,0.762783
0.295294,0.652359
0.135489,0.272661
0.799134,0.911727
0.249245,0.312522
0.0443942,0.434482
0.477907,0.15838
0.835445,0.820557
0.998007,0.676398
0.166111,0.898563
0.939732,0.543942
0.500622,0.734836
0.118621,0.0970108
0.424678,0.531495
0.38746,0.91904
0.590958,0.0715863
0.240377,0.0561038
0.480838,0.0211722
